Status,VendorCode,VendorName,JV Date,InvoiceNo,"InvoiceDate ",Description,InvoiceAmt,Total GST,IGSTAmount,CGSTAmount,SGSTAmount,TdsAmount,Payable,ExpenseCode,RoundOff,Invoice Created By
BankFile Generated,SC27,DIGIOTECH SOLUTIONS,2024-02-24,Proforma-1,2024-02-24,"DIGIO-ESIGN,Cost of esign Aadhaar Qty-1000 nos.@ 10.60",10600.00,1908.00,1908.00,0.00,0.00,1060.00,11448.00,"F00005 ",0.00,sethuraman.b@flattrade.in
BankFile Generated,SC27,DIGIOTECH SOLUTIONS,2024-06-20,DG202425FCSP02,2024-06-20,"DIGIOTECH-ESTAMPING,eStamping Service Charges",25000.00,4500.00,4500.00,0.00,0.00,2500.00,27000.00,ACCOUNT1,0.00,shaji@flattrade.in
BankFile Generated,SC27,DIGIOTECH SOLUTIONS,2024-06-20,DG202425FCSP01,2024-06-20,"DIGIOTECH-ESTAMPING,eStamping Charges Government Charges",100000.00,0.00,0.00,0.00,0.00,0.00,100000.00,ACCOUNT1,0.00,shaji@flattrade.in
BankFile Generated,SC27,DIGIOTECH SOLUTIONS,2024-06-25,DG202425FCSP03,2024-06-25,"DIGIO-ESIGN,Cost of esign Aadhaar Qty-5000 nos.@ 10.60",53000.00,9540.00,9540.00,0.00,0.00,5300.00,57240.00,EXP087,0.00,shaji@flattrade.in
BankFile Generated,SC27,DIGIOTECH SOLUTIONS,2024-09-13,DG202425FCSP05,2024-09-13,"DIGIOTECH-ESTAMPING,eStamping Service Charges",25000.00,4500.00,4500.00,0.00,0.00,2500.00,27000.00,ACCOUNT1,0.00,shaji@flattrade.in
BankFile Generated,SC27,DIGIOTECH SOLUTIONS,2024-09-13,DG202425FCSP04,2024-09-13,"DIGIOTECH-ESTAMPING,eStamping Charges Government Charges",100000.00,0.00,0.00,0.00,0.00,0.00,100000.00,ACCOUNT1,0.00,shaji@flattrade.in
BankFile Generated,SC27,DIGIOTECH SOLUTIONS,2024-11-19,DG202425FCSP07,2024-11-19,"DIGIO-ESIGN,Cost of esign Aadhaar Qty-5000 nos.@ 10.60",53000.00,9540.00,9540.00,0.00,0.00,5300.00,57240.00,EXP087,0.00,shaji@flattrade.in
BankFile Generated,SC27,DIGIOTECH SOLUTIONS,2024-11-18,DG202425FCSP06,2024-11-18,"DIGIO-ESIGN,Cost of esign Aadhaar Qty-1000 nos.@ 10.60",10600.00,1908.00,1908.00,0.00,0.00,1060.00,11448.00,F00005,0.00,shaji@flattrade.in
BankFile Generated,SC27,DIGIOTECH SOLUTIONS,2024-12-04,DG202425FCSP10,2024-12-04,"DIGIO-ESIGN,Cost of esign Aadhaar Qty-2500 nos.@ 10.60",26500.00,4770.00,2385.00,0.00,0.00,2650.00,28620.00,EXP087,0.00,shaji@flattrade.in
BankFile Generated,SC27,DIGIOTECH SOLUTIONS,2024-12-27,DG202425FCSP11,2024-12-27,"DIGIOTECH-ESTAMPING,eStamping aadhar Service  Charges",26500.00,4770.00,4770.00,0.00,0.00,2650.00,28620.00,EXP087,0.00,shaji@flattrade.in
BankFile Generated,SC27,DIGIOTECH SOLUTIONS,2025-01-24,DG202425FCSP12,2025-01-24,"DIGIOTECH-ESTAMPING,eStamping aadhar Service  Charges",26500.00,4770.00,4770.00,0.00,0.00,2650.00,28620.00,EXP087,0.00,shaji@flattrade.in
BankFile Generated,SC27,DIGIOTECH SOLUTIONS,2025-02-11,DG202425FCSP15,2025-02-11,"DIGIOTECH-ESTAMPING,eStamping aadhar Service  Charges",26500.00,4770.00,4770.00,0.00,0.00,2650.00,28620.00,EXP087,0.00,shaji@flattrade.in
BankFile Verified,SC27,DIGIOTECH SOLUTIONS,2025-02-11,DG202425FCSP13,2025-02-11,"DIGIOTECH-ESTAMPING,eStamping Charges Government Charges",20000.00,0.00,0.00,0.00,0.00,0.00,20000.00,EXP087,0.00,shaji@flattrade.in
BankFile Verified,SC27,DIGIOTECH SOLUTIONS,2025-02-11,DG202425FCSP14,2025-02-11,"DIGIOTECH-ESTAMPING,eStamping Service Charges",5800.00,1044.00,1044.00,0.00,0.00,580.00,6264.00,EXP087,0.00,shaji@flattrade.in
BankFile Generated,SC27,DIGIOTECH SOLUTIONS,2025-03-21,DG202425FCSP16,2025-02-21,"DIGIOTECH-ESIGN,esign Service Charges aadhar",26500.00,4770.00,4770.00,0.00,0.00,2650.00,28620.00,EXP087,0.00,shaji@flattrade.in
BankFile Verified,SC27,DIGIOTECH SOLUTIONS,2025-04-04,DG202526FCSP02,2025-04-04,"DIGIOTECH-ESTAMPING,eStamping Service Charges",5800.00,1044.00,1044.00,0.00,0.00,580.00,6264.00,EXP087,0.00,shaji@flattrade.in
BankFile Verified,SC27,DIGIOTECH SOLUTIONS,2025-04-04,DG202526FCSP01,2025-04-04,"DIGIOTECH-ESTAMPING,eStamping Charges Government Charges",20000.00,0.00,0.00,0.00,0.00,0.00,20000.00,EXP087,0.00,shaji@flattrade.in
BankFile Verified,SC27,DIGIOTECH SOLUTIONS,2025-04-21,DG202526FCSP03,2025-04-21,"DIGIOTECH-ESTAMPING,E-sign aadhar Service  Charges",26500.00,4770.00,4770.00,0.00,0.00,2650.00,28620.00,EXP087,0.00,meena@flattrade.in
BankFile Generated,SC27,DIGIOTECH SOLUTIONS,2025-05-14,DG202526FCSP05,2025-05-14,"DIGIOTECH-ESTAMPING,E-sign aadhar Service  Charges",5800.00,1044.00,1044.00,0.00,0.00,580.00,6264.00,EXP087,0.00,shaji@flattrade.in
BankFile Generated,SC27,DIGIOTECH SOLUTIONS,2025-05-14,DG202526FCSP04,2025-05-14,"DIGIOTECH-ESTAMPING,eStamping Charges Government Charges",20000.00,0.00,0.00,0.00,0.00,0.00,20000.00,EXP087,0.00,shaji@flattrade.in
BankFile Generated,SC27,DIGIOTECH SOLUTIONS,2025-05-20,DG202526FCSP08,2025-05-20,"DIGIOTECH-ESTAMPING,E-sign aadhar Service  Charges",26500.00,4770.00,4770.00,0.00,0.00,2650.00,28620.00,EXP087,0.00,shaji@flattrade.in
Level 2 Approved,SC27,DIGIOTECH SOLUTIONS,2025-06-07,DG202526FCSP10,2025-06-07,"DIGIOTECH-ESTAMPING,eStamping Charges Government Charges",20000.00,0.00,0.00,0.00,0.00,0.00,20000.00,EXP087,0.00,shaji@flattrade.in
Level 2 Approved,SC27,DIGIOTECH SOLUTIONS,2025-06-07,DG202526FCSP11,2025-06-07,"DIGIOTECH-ESTAMPING,EStamping Service Charges",5800.00,1044.00,1044.00,0.00,0.00,580.00,6264.00,EXP087,0.00,shaji@flattrade.in
Rejected,SC46,GODADDY,2025-06-10,3777695212,2025-06-10,"CREDIT CARD-GODADDY,Bulk Domain Renewal",49995.00,0.00,0.00,0.00,0.00,0.00,49995.00,EXP011,0.00,elakiya.r@flattrade.in
"Bill Approved,JV Posted",SC27,DIGIOTECH SOLUTIONS,2025-06-16,DG202526FCSP13,2025-06-16,"DIGIOTECH-ESTAMPING,E-sign aadhar Service  Charges",26500.00,4770.00,4770.00,0.00,0.00,2650.00,28620.00,EXP087,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-02-20,MHFE016606,2023-10-17,"NTT-MHFE016606,Mumbai U space 1 Month oct-2023.Credit Note Received on 07/02/2024 RS.1712.89 Period of 14/10/2023 to 31/10/2023 INV-MHFB004817  7500-1451.61=6048.39",6048.39,1088.70,0.00,544.35,544.35,121.00,7016.10,EXP043,0.01,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-03-01,TNFE004193,2024-03-01,"NTT-TNFE004193,Chennai BSE Cross Connection Mar-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,sethuraman.b@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-03-01,TNFE004187,2024-03-01,"NTT-TNFE004187,Chennai 7 U Space Mar-2024",17500.00,3150.00,0.00,1575.00,1575.00,350.00,20300.00,EXP043,0.00,sethuraman.b@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-03-01,MHFE025041,2024-03-01,"NTT-MHFE025041,2 Dedicated Racks And 6 Cross Connections Mumbai Mar-2024",110000.00,19800.00,0.00,9900.00,9900.00,2200.00,127600.00,EXP043,0.00,sethuraman.b@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-03-01,TNFE004192,2024-03-01,"NTT-TNFE004192,Chennai MCX Cross Connection Mar-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,sethuraman.b@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-03-01,TNFE004240,2024-03-01,"NTT-TNFE004240,Chennai Fiber Connection Mar-2024",10000.00,1800.00,0.00,900.00,900.00,200.00,11600.00,EXP043,0.00,sethuraman.b@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-03-01,TNFE004229,2024-03-01,"NTT-TNFE004229,2 Chennai U sapce Mar-2024",5000.00,900.00,0.00,450.00,450.00,100.00,5800.00,EXP043,0.00,sethuraman.b@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-03-01,TNFE004191,2024-03-01,NTT-TNFE004191-Chennai NSE cross connection Mar-2024,1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,sethuraman.b@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-03-21,MHFE026263,2024-03-21,"NTT-MHFE026263,Mumbai fiber uplink OTC paid Rs.10000/- on 13/02/2024 Balance Amount Payable to NTT Of Rs,16709.68",16709.68,3007.74,0.00,1503.87,1503.87,334.00,19383.42,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-02-01,TNFE003954,2024-02-01,"NTT-TNFE004240,Chennai Fiber Connection Feb-2024",10000.00,1800.00,0.00,900.00,900.00,200.00,11600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-04-01,TNGE000073,2024-04-01,NTT-TNGE000073-Chennai NSE cross connection April-2024,1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-04-01,TNGE000146,2024-04-01,"NTT-TNGE000146,2 Chennai U sapce April-2024",5000.00,900.00,0.00,450.00,450.00,100.00,5800.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-04-01,TNGE000075,2024-04-01,"NTT-TNGE000075,Chennai BSE Cross Connection April-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-04-01,TNGE000074,2024-04-01,"NTT-TNGE000074,Chennai MCX Cross Connection April-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-04-01,TNGE000160,2024-04-01,"NTT-TNGE000160,Chennai Fiber Connection April-2024",10000.00,1800.00,0.00,900.00,900.00,200.00,11600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-04-01,MHGE000558,2024-04-01,"NTT-MHGE000558,2 Dedicated Racks And 6 Cross Connections Mumbai April-2024",110000.00,19800.00,0.00,9900.00,9900.00,2200.00,127600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-04-01,MHGE000739,2024-04-01,"NTT-MHGE000739,Mumbai HA Fiber connection April-2024 2QTY",16000.00,2880.00,0.00,1440.00,1440.00,320.00,18560.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-04-01,TNGE000069,2024-04-01,"NTT-TNGE000069,Chennai 7 U Space April-2024",17500.00,3150.00,0.00,1575.00,1575.00,350.00,20300.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-05-02,MHGE002971,2024-05-02,"NTT-MHGE002971,Dedicated Racks And 6 Cross Connections Mumbai May-2024",110000.00,19800.00,0.00,9900.00,9900.00,2200.00,127600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-05-02,MHGE003113,2024-05-02,"NTT-MHGE003113,Mumbai HA Fiber connection May-2024 2QTY",16000.00,2880.00,0.00,1440.00,1440.00,320.00,18560.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-05-02,TNGE000548,2024-05-02,"NTT-TNGE000548,Chennai 7 U Space May-2024",17500.00,3150.00,0.00,1575.00,1575.00,350.00,20300.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-05-02,TNGE000552,2024-05-02,NTT-TNGE000552-Chennai NSE cross connection May-2024,1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-05-02,TNGE000553,2024-05-02,"NTT-TNGE000553,Chennai MCX Cross Connection May-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-05-02,TNGE000554,2024-05-02,"NTT-TNGE000554,Chennai BSE Cross Connection May-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-05-02,TNGE000593,2024-05-02,"NTT-TNGE000593,2 Chennai U sapce May-2024",5000.00,900.00,0.00,450.00,450.00,100.00,5800.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-05-02,TNGE000603,2024-05-02,"NTT-TNGE000603,Chennai Fiber Connection May-2024 1 QTY",10000.00,1800.00,0.00,900.00,900.00,200.00,11600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-05-02,TNGV000176,2024-05-02,"NTT-TNGV000176,Chennai 1  dell switch May-2024",3000.00,540.00,0.00,270.00,270.00,60.00,3480.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-05-02,MHGE001589,2024-05-02,"NTT-MHGE001589,Mumbai IP address  for May-2024",972.00,174.96,0.00,87.48,87.48,19.00,1127.96,EXP044,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-04-29,TNGV000162,2024-04-29,"NTT-TNGV000162,Mumbai Dell Switch 1 29/04/2024 to 30/04/2024 OTC PAID ON 26/10/2023",200.00,36.00,0.00,18.00,18.00,4.00,232.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-06-03,MHGE004933,2024-06-03,"NTT-MHGE004933,Mumbai HA Fiber connection June-2024 2QTY",16000.00,2880.00,0.00,1440.00,1440.00,320.00,18560.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-06-03,TNGE000859,2024-06-03,"NTT-TNGE000859,Chennai NSE cross connection June-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-06-03,MHGE004794,2024-06-03,"NTT-MHGE004794,Dedicated Racks And 6 Cross Connections Mumbai June-2024",110000.00,19800.00,0.00,9900.00,9900.00,2200.00,127600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-06-03,TNGE000855,2024-06-03,"NTT-TNGE000855,Chennai 7 U Space June-2024",17500.00,3150.00,0.00,1575.00,1575.00,350.00,20300.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-06-03,TNGE000896,2024-06-03,"NTT-TNGE000896,2 Chennai U sapce June-2024",5000.00,900.00,0.00,450.00,450.00,100.00,5800.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-06-03,TNGE000861,2024-06-03,"NTT-TNGE000861,Chennai BSE Cross Connection june-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-06-03,TNGV000328,2024-06-03,"NTT-TNGV000328,Chennai 1  dell switch June-2024",3000.00,540.00,0.00,270.00,270.00,60.00,3480.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-06-03,TNGE000904,2024-06-03,"NTT-TNGE000904,Chennai Fiber Connection June-2024 1 QTY",10000.00,1800.00,0.00,900.00,900.00,200.00,11600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-07-01,TNGE001195,2024-07-01,NTT-TNGE001195-Chennai NSE cross connection July-2024,1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-07-01,TNGE001196,2024-07-01,"NTT-TNGE001196,Chennai MCX Cross Connection July-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-07-01,TNGE001197,2024-07-01,NTT-TNGE001197Chennai BSE Cross Connection July-2024,1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-07-03,MHGE003461,2024-07-03,"NTT-MHGE003461,Mumbai bandwidth  40000 GB July-2024",120000.00,21600.00,0.00,10800.00,10800.00,2400.00,139200.00,EXP044,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-07-01,TNGV000469,2024-07-01,"NTT-TNGV000469,Chennai 1  dell switch July-2024",6000.00,1080.00,0.00,540.00,540.00,120.00,6960.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-07-01,MHGE006735,2024-07-01,"NTT-MHGE006735,Dedicated Racks And 6 Cross Connections Mumbai July-2024",110000.00,19800.00,0.00,9900.00,9900.00,2200.00,127600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-07-01,TNGE001258,2024-07-01,"NTT-TNGE001258,2 Chennai U sapce July-2024",5000.00,900.00,0.00,450.00,450.00,100.00,5800.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-07-01,TNGE001269,2024-07-01,"NTT-TNGE001269,Chennai Fiber Connection July-2024 1 QTY",10000.00,1800.00,0.00,900.00,900.00,200.00,11600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-07-01,TNGE001191,2024-07-01,"NTT-TNGE001191,Chennai 7 U Space July-2024",17500.00,3150.00,0.00,1575.00,1575.00,350.00,20300.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-07-01,MHGE006915,2024-07-01,"NTT-MHGE006915,Mumbai HA Fiber connection July-2024 2QTY",16000.00,2880.00,0.00,1440.00,1440.00,320.00,18560.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-06-27,TNGV000451,2024-06-27,"NTT-TNGV000451,Dell swicth chennai 18/06/2024 to 30/06/2024 OTC PAID ON 26/10/2023",1300.00,234.00,0.00,117.00,117.00,26.00,1508.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-08-01,MHGV007435,2024-08-01,"NTT-MHGV007435,Mumbai 2  dell switch Aug-2024",6000.00,1080.00,0.00,540.00,540.00,120.00,6960.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-08-02,TNGE001690,2024-08-02,"NTT-TNGE001690,Chennai 7 U Space Aug-2024",17500.00,3150.00,0.00,1575.00,1575.00,350.00,20300.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-08-02,TNGE001695,2024-08-02,"NTT-TNGE001695,Chennai BSE Cross Connection Aug-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-08-01,TNGV000620,2024-08-01,"NTT-TNGV000620,Chennai 2  dell switch Aug-2024",6000.00,1080.00,0.00,540.00,540.00,120.00,6960.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-08-02,TNGE001693,2024-08-02,"NTT-TNGE001693,Chennai NSE cross connection Aug-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-08-02,TNGE001694,2024-08-02,"NTT-TNGE001694,Chennai MCX Cross Connection Aug-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-08-02,TNGE001737,2024-08-02,"NTT-TNGE001737,Chennai Fiber Connection Aug-2024 1 QTY",10000.00,1800.00,0.00,900.00,900.00,200.00,11600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-08-02,TNGE001730,2024-08-02,"NTT-TNGE001730,2 Chennai U sapce Aug-2024",5000.00,900.00,0.00,450.00,450.00,100.00,5800.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-08-02,MHGE009731,2024-08-02,"NTT-MHGE009731,Mumbai HA Fiber connection Aug-2024 2QTY",16000.00,2880.00,0.00,1440.00,1440.00,320.00,18560.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-08-02,MHGE009603,2024-08-02,"NTT-MHGE009603,Dedicated Racks And 6 Cross Connections Mumbai Aug-2024",110000.00,19800.00,0.00,9900.00,9900.00,2200.00,127600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-09-02,MHGE011529,2024-09-02,"NTT-MHGE011529,Dedicated Racks And 6 Cross Connections Mumbai Sep-2024",110000.00,19800.00,0.00,9900.00,9900.00,2200.00,127600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-09-02,TNGV000782,2024-09-02,"NTT-TNGV000782,Chennai 2  dell switch Sep-2024",6000.00,1080.00,0.00,540.00,540.00,120.00,6960.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-09-03,TNGE001994,2024-09-03,"NTT-TNGE001994,Chennai 7 U Space Sep-2024",17500.00,3150.00,0.00,1575.00,1575.00,350.00,20300.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-09-02,TNGE002043,2024-09-02,"NTT-TNGE002043,Chennai Fiber Connection Sep-2024 1 QTY",10000.00,1800.00,0.00,900.00,900.00,200.00,11600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-09-02,TNGE002000,2024-09-02,"NTT-TNGE002000,Chennai BSE Cross Connection Sep-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-09-02,TNGE001998,2024-09-02,"NTT-TNGE001998,Chennai NSE cross connection Sep-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-09-02,TNGE001999,2024-09-02,"NTT-TNGE001999,Chennai MCX cross connection Sep-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-10-01,TNGE002368,2024-10-01,"NTT-TNGE002368,Chennai MCX cross connection Sep-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-10-01,TNGE002440,2024-10-01,"NTT-TNGE002440,Chennai Fiber Connection Oct-2024 1 QTY",10000.00,1800.00,0.00,900.00,900.00,200.00,11600.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-10-01,MHGE013652,2024-10-01,"NTT-MHGE013652,Dedicated Racks And 6 Cross Connections Mumbai  01/10/2024 TO 04/10/2024",14193.53,2554.84,0.00,1277.42,1277.42,284.00,16464.33,EXP043,-0.04,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-10-01,TNGE002369,2024-10-01,"NTT-TNGE002369,Chennai MCX cross connection Oct-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-10-04,TNGE002796,2024-10-04,"NTT-TNGE002796,Dedicated Racks And 6 Cross Connections 28/09/2024 TO 30/09/2024",525.00,94.52,0.00,47.26,47.26,11.00,608.52,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-10-01,TNGE002429,2024-10-01,"NTT-TNGE001730,2 Chennai U sapce Oct-2024",5000.00,900.00,0.00,450.00,450.00,100.00,5800.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-10-01,MHGE013822,2024-10-01,"NTT-MHGE013822,Mumbai HA Fiber connection Oct-2024 2QTY",16000.00,2880.00,0.00,1440.00,1440.00,320.00,18560.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-10-01,TNGE002370,2024-10-01,"NTT-TNGE002370,BSE Cross connect Oct-2024",1000.00,180.00,0.00,90.00,90.00,20.00,1160.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-10-01,TNGE002364,2024-10-01,"NTT-TNGE002364,Chennai 7 U Space Oct-2024",17500.00,3150.00,0.00,1575.00,1575.00,350.00,20300.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-10-01,TNGV000917,2024-10-01,"NTT-TNGV000917,Chennai 2  dell switch Oct-2024",6000.00,1080.00,0.00,540.00,540.00,120.00,6960.00,EXP043,0.00,shaji@flattrade.in
BankFile Generated,SC58,NTT DATA GLOBAL - CGST,2024-10-01,MHGV011621,2024-10-01,"NETMAGIC-MHGV011621,2DMZ Gold Servers Infra manage Oct-2024",4600.00,828.00,0.00,414.00,414.00,92.00,5336.00,EXP043,0.00,shaji@flattrade.in
